English,Arabic
stroboscope,مكشاف أو منظار دوامي
Phenanthrene,فنانترين
Phenformin,فنفورمين
Phengophobia,رهبة النور
photophobia,رهبة النور
Phenobarbital,فينوباربيتال - فينوباربيتون
Phenobarbital,فنوبربيتال
Phenocopy,نسخ المظاهر. مثال البيئة
Phenol,فينول - حامض كربوليك
Phenol,فنول
Phenolated,مفنول
Phenolemia,دم فينولي
Phenolic,فينولي
Phenolic,فنولي
Phenologist,خبير بتأثير المناخات
Phenology,مبحث الأقاليم - درس المناخات – مبحث تأثير المناخ على الكائنات
Phenolphthalein,فينولفثالين
Phenolphthalein,فنول فتالئين
PSP,فينول سلفون فثالين
phenolsulfonphthalein,فينول سلفون فثالين
Phenolsulfonphthalein,فنول سلفون فتالئين
Phenolsulfonphthalein test,اختبار فنول سلفون فتالئين
Phenoluria,بيلة فينولية
Phenoluria,بيلة فنولية
Phenome,سيماء الصفة الموروثة
Psychic phenomena,ظاهرة نفسية
Phenomenon; pl. phenomena,ظاهرة
Phenomena,ظواهر
Phenomenal self,الذات الظاهرية
Phenomenalism,الظواهر (مذهب الظواهر)
Phenomenological psychology,علم النفس الظاهرتي
Phenomenology,مبحث الظاهرات
Phenomenology,ظاهرتية
Psi phenomenon,ظاهرة نفسانية
Rebound phenomenon,ظاهرة الارتداد
Release phenomenon,ظاهرة الانطلاق
Zone phenomenon,ظاهرة المنطقة
Rebound phenomenon,ظاهرة الارتداد
Release phenomenon,ظاهرة الانطلاق
Zone phenomenon,ظاهرة المنطقة
Phi phenomenon,ظاهرة فاى
Psychological phenomenon,ظاهرة نفسية
Raynaud’s phenomenon,ظاهرة رينو
Trousseau’s phenomenon,ظاهرة تروسو
Raynaud’s phenomenon,ظاهرة رينو
Phenomenon,ظاهرة [ج: ظواهر]
Phenomenon,الظاهرة
Phenomotives,الدوافع الظاهرة
phenotype,يظهر
phosphene,مظهر
Phenotype,نمط ظاهري
Phenotype,النمط الظاهري
Phenotype,الصفات الظاهرة للنوع
Phenotypic,متعلق بالنمط الظاهري - متشابه ظاهريًا
Phenozygous,عارضي الظواهر - نيري ظاهري
Phenyl,فنيل – جذر أحادي المكافئ
Phenyl,فنيل
Phenylalanine,فينل ألانين – حامض أميني
Phenylalanine,فنيل ألانين
Phenylbutazone,فنيل بوتازون
Phenylcarbinol,كربينول الفينيل – كحول البنزيل
Phenylene,فنيلين – جذر ثنائي المكافئ
Phenylhydrazine,فنيل هدرازين
PKU,بيلة الفنيل كيتون
phenylketonuria,بيلة الفنيل كيتون
Phenylketonuria,بيلة فينيل كيتونية – خلل أيضي وراثي
Phenylketonuria,بيلة الفنيل كيتون
Phenylketonuria,أحد أشكال التخلف العقلي
Phenytoin,فنيتوين
Pheo-,"بادئة بمعنى ""قاتم"""
Pheochrome,قاتم الصبغ
Pheochromoblast,أرومة الكروماتين القاتمة
Pheochromoblastoma,ورم الأرومات الكروماتينية القاتمة
Pheochromocyte,خلية الكروماتين القاتمة
Pheochromocytoma,ورم القواتم – ورم خلايا الكروماتين القاتمة
Pheochromocytoma,ورم القواتم
Pheophytin,صبغ نباتي قاتم
Pheromone,فيرومون
Phial,قنينة - قارورة صغيرة
Phial,قنينة [ج: قناني]
Philagrypnia,الميل لقلة النوم
Philanthropist,محسن - محب البشر - عمال خير
Philanthropy,إحسان - حب البشر - عمل الخير
Philiater,مولع بالطب - شغوف بالطب
Philomimesia,حب التقليد
Philoneism,حب الجديد - الولع بالجديد
Philopatridomania,هوس العودة للوطن - الضفن
Philopatridomania,هوس الحنين إلى الوطن
Philoprogenitiveness,النزعة التناسلية
Philosophy,الفلسفة
Philter,ناعوظ. باهي
Philtrum,ثرملة - النثرة – الانخفاض في الشفة العليا. ناعوظ
Philtrum,نثرة ـ الميزاب الشفوي المتوسط (التقاء برعمي الشفة العلوية في المنطقة الحمراء من الشفة)
Phimosiectomy,ختان
Phimosis,حقب – تضيق القلفة - خزب – ضيق الغرلة
Phimosis,ضيق
Phimosis,تضيق القلفة
Phimotic,ضيق القلفة - متعلق بضيق القلفة
Phingol,سفنغول
Phlebo-,بادئة تعني: وريد
phleb-,بادئة تعني: وريد
Phleb-,وريدي (سابقة)
Phleb-,بادئة تعني: وريد
phlebo-,بادئة تعني: وريد
Phleb-,"سابقة بمعنى ""وريد"" أو ""وريدي"""
phlebo-,"سابقة بمعنى ""وريد"" أو ""وريدي"""
Phlebalgia,وجع وريدي
Phlebonarcosis,التخدير بالوريد
phlebanesthesia,التخدير الوريدي
Phlebanesthesia,التخدير الوريدي
Phlebangioma,أم دم وريدية - أنورزم وريدي
Phlebangioma,أم دم وريدية
Phlebarteriectasia,تمد الأوردة والشرايين
Phlebarteriodialysis,أم دم وريدية شريانية - أنورزم شرياني وريدي
Phlebasthenia,وهن جدران العروق - وهن وريدي
Phlebectasis,تمدد الأوردة
phlebectasia,دالية
Venectasia,دوال
phlebectasia,تمدد الأوردة
Phlebectasia,دوال - دالية - تمدد الوريد
Phlebectasia,دوالي
Venectomy,قطع الوريد
phlebectomy,استئصال الوريد
Phlebectomy,قطع (أو خزع) الوريد
Phlebectomy,خزع الوريد ـ قطع الوريد
Phlebectomy,قطع الوريد
Phlebectopy,انتباذ الوريد
phlebectopia,انزياح الوريد
Phlebectopia,انزياح الوريد
Phlebectopia,وريد منتبذ
Phlebemphraxis,انسداد وريد
Phlebepatitis,التهاب وريد الكبد - التهاب وريد كبدي
Phlebexairesis,جذ الوريد
Phlebin,وريدين - صبغ وريدي
Phlebismus,انتفاخ الوريد
Phlebitic,مختص بالتهاب الوريد - وريدي الالتهاب
Puerperal phlebitis,التهاب الوريد النفاسي
Sinus phlebitis,التهاب وريدي جيبي - التهاب الجيوب المخية
Puerperal phlebitis,التهاب الوريد النفاسي
Recurrent phlebitis,التهاب الوريد الراجع
Phlebitis,التهاب الوريد
Phlebitis,التهاب الوريد
Phlebitis,التهاب الوريد
Phlebocarcinoma,سرطان الوريد
Phlebocholosis,داء الأوردة
Phleboclysis,الحقن في الوريد - التستيل الوريدي
Phlebogenous,وريدي المنشأ
Phlebogenous,وريدي المنشأ
Phlebogram,مخطط الوريد – مخطط نبض الوريد. صورة وريدية
Phlebogram,مخطط وريدي - صورة وريدية
Phlebograph,مخطاط الوريد – مخطط النبض الوريدي
Phlebograph,مخطاط الوريد
Phlebography,تخطيط وريدي. تصوير الوريد بالرونتجن
Phlebography,تخطيط الوريد - تصوير الوريد
Phleboid,وريداني - نظير الوريد
Phlebolith,حصاة وريدية
Phlebolith,حصاة وريدية
Phlebolithiasis,التحصي الوريدي - داء حصى الأوردة
Phlebolithiasis,تحصي الوريد
Phlebology,مبحث الأوردة
Phlebomanometer,مقياس الضغط الوريدي
Phlebomanometer,مقياس الضغط الوريدي
Phlebometritis,التهاب أوردة الرحم
Phlebometritis,التهاب أوردة الرحم
Phlebomyomatosis,تعضل وريدي
Phlebopexy,تثبيت الوريد - تثبيت الأوردة
Phlebopexy,تثبيت الوريد
Phlebophlebostomy,مفاغمة وريد بوريد - مفاغرة وريدية وريدية
Phlebophlebostomy,مفاغرة وريدية وريدية
Phlebophthalmotomy,تشريط أوردة العين - تشريح أوردة العين
Phlebopiezometry,قياس الضغط الوريدي
Phleboplasty,رأب الأوردة - تقويم الأوردة
Phleboplasty,رأب الوريد
Phleborrahphy,رفو الوريد
Phleborrhagia,نزف وريدي
Phleborrhagia,نزف وريدي
Phleborrhaphy,رفو الوريد - خياطة الوريد
Phleborrhexis,تمزق الوريد
Phleborrhexis,تمزق الوريد
Phlebosation,تصلبية الأوردة
phlebosclerosation,تصليب الأوردة
Phlebosclerosation,المعالجة بتصليب الأوردة
Phlebosclerosation,تصليب الوريد
Phlebosclerosis,تصلب وريدي - تصلب الأوردة
Phlebosclerosis,تصلب وريدي
Phlebosis,التهاب الوريد اللاعفني
Phlebostasia,ركود وريدي. تركيد وريدي
phlebostasis,ركود وريدي. تركيد وريدي
Phlebostasis,ركود وريدي - تركيد وريدي
Phlebostenosis,تضيق الوريد. ضيق الوريد
Phlebostrepsis,لي الوريد - فتل الوريد
Phlebothrombosis,خثار وريدي - تجلط وريدي - جلطة الوريد
Phlebothrombosis,خثار وريدي
Phlebotome,مفصد - فاصدة
Phlebotome,مفصد
Phlebotomist,فصاد
Phlebotomist,فصاد
Phlebotomize,يفصد
Phlebotomus,الفاصدة - الخموش – جنس الذباب الفاصد
Phlebotomus,الفاصدة [ج: الفواصد]
Phlebotomus sergenti,الفاصدة السرجنتية
Venotomy,بضع الوريد
phlebotomy,فصد الوريد
Venesection,فصد
phlebotomy,إفراء
venisection,خزع الوريد
Phlebotomy,فصد أو فصاد - بضع الوريد أو بطة
Phlebotomy,فصد
Phlebotropism,انتحاء وريدي
Phlegm,بلغم - نخامة. أحد الأخلاط الأربعة قديمًا
Phlegm,قشع ـ بلغم
Phlegm,بلغم
Phlegmasia,التهاب. حمى. التهاب وريدي
Phlegmasia,التهاب وريدي
Phlegmatic,نخامي - بلغمي - مزاج ذهولي
Phlegmatic,قشعي ـ بلغمي
Phlegmatic,بارد- بلغمي (المزاج)
Phlegmatic temperament,مزاج بلغمي (لمفاوي)
Phlegmatic temperament,المزاج البلغمي
Phlegmona,التهاب هللي
phlegmon,التهاب هللي
Phlegmon,فلغمون – التهاب النسيج الضام
Phlegmon,فلغمون ـ خراج منتشر
Phlegmon,فلغمون
Phlegmonosis,حمى أو التهاب
Phlegmonous,فلغموني - التهاب.
Phlegmonous,فلغموني
Phllebostenosis,تضيق الوريد
Phloem,اللحاء والقرف - لحاء داخلي
Phlogia,التهاب
Phlogistic,التهابي
Phlogistic,التهابي
Phlogiston,فلوجستون – عنصر النار أو جوهر الالتهاب في نظرية قديمة
Phlogocyte,خلية التهابية
Phlogocytosis,تكثر الكريات الالتهابية
Phlogogen,مولد الالتهاب - ملهب
Phlogogenous,مسبب الالتهاب
phlogogenic,ملهب
Phlogogenic,ملهب - مسبب الالتهاب
Phlogosis,التهاب. الحمرة
Phlogotherapy,المداواة بالإلهاب
Phlogotic,ملتهب - التهابي
Phlogozelotism,التحمس الالتهابي – حماس للسببية الالتهابية
Phlorhizin,فلوريزين
Phlorhizin,فلورزين – غليكوسيد مر من قشر جذور فصيلة التفاح
phloridzin,فلورزين – غليكوسيد مر من قشر جذور فصيلة التفاح
phlorizin,فلورزين – غليكوسيد مر من قشر جذور فصيلة التفاح
Phloroglucin,فلوروغلوسين
Phlyctena,نفاطة
phlycten,فقاعة
Phlycten,نفاط - فقاعة - ودقة
Phlyctena,نفاطة [ج: نفاطات]
Phlyctenar,نفاطي - ودقي
Phlyctenar,نفاطي
Phlyctenoid,نفاطاني - نظير النفاطة
Phlyctenoid,نفاطاني
Phlyctenosis,نفاط - آفة نفاطية – في الملتحمة
Phlyctenosis,نفاط
Phlyctenotherapy,المداواة النفاطية
Phlyctenula,نفيطة [ج: نفيطات]
Phlyctenula,نفيطة
phlyctenule,وديقة
Phlyctenular,نفاطي - وديقي
Phlyctenular,نفيطي - نفاطي
Phlyctenule,نفيطة - فقاعة صغيرة - وديقة
Phlyctenulosis,نفاط – في الملتحمة أو القرنية
School phobia,خواف المدرسة
Simple phobia,خوف بسيط
Snake phobia,الخوف المرضي من الأفعى
Social phobia,الخوف الاجتماعي
Spiders phobia,فوبيا العناكب
Phobia,رهاب - رهبة - رهب
Phobia,رهاب
Phobia,خوف عصبي
Phobiac – Phobic,خوافي
Phobias,مخاوف مرضية
Phobic,رهابي - رهبوي
Phobic,رهابي
Phobic,رهابي
Phobophobia,رهاب المخاوف - رهب الرهبات
Phobophobia,رهاب المخاوف
Phocomelia,ودن - فقمية الأطراف - غيبة الأطراف
Phocomelia,فقمية الأطراف
Phocomelus,ودن - فقم أو فاقد الأطراف – مسيخ الأطراف
Phono-,صوتي (سابقة)
phon-,صوتي (سابقة)
Phon,وحدة الصوت
Phon-,صوت (سابقة)
Phon-,"بادئة بمعنى ""صوت"" أو ""صوتي"""
phono-,"بادئة بمعنى ""صوت"" أو ""صوتي"""
Phonacoscope,مكشاف الصوت
Phonacoscopy,تسمع الصوت - كشف الصوت – كشف الصوت – بالتسمع والقرع
Phonal,صوتي
Phonal,صوتي
Phonarteriography,تسجيل أو تخطيط الأصوات الشريانية
Phonasthenia,وهن الصوت - ضعف الصوت
Phonasthenia,وهن الصوت
Phonate,يصوت
Phonation,تصويت
Phonation,تصويت
Phonation,تصويت
Phonatory,تصويتي - مصوت
Phonatory,تصويتي - مصوت
Phonautograph,مخطاط الصوت - مسجلة اهتزازات الصوت
Phonautograph,مخطاط الصوت
Phoncardiogram,مخطط أصوات القلب - مخطط القلب الصوتي
Phoneme,هلس الأصوات
Phonendoscope,مسماع الأصوات الباطنية - مسماع الأصوات التسمعية
Phonendoscopy,تسمع الأصوات الباطنية
Phonendoscopy,تسمع الصوت الباطن
Phonetic,صوتي. لفظي - تلفظي
Phonetic,صوتي - تلفظي
Phonetic value,قيمة صوتية ـ مدلول صوتي
Phonetics,علم الأصوات
Phonetics,علم الأصوات
Phonetics,الصوتيات (علم الأصوات)
Phonetics,علم مخارج الأصوات
Phoniatrician,معالج التلفظ - مداوي عيوب اللفظ
Phoniatrician,معالج التلفظ
Phoniatrics,معالجة التلفظ - مداواة عيوب النطق
Phoniatrics,معالجة التلفظ
Phonic,صوتي
Phonic,صوتي
Phonism,تصدي السمع - الاستماع التخيلي
Phonocardiogram,مخطط أصوات القلب
Phonocardiograph,مخطاط أو مرسمة أصوات القلب
Phonocardiograph,مخطاط أصوات القلب
Phonocardiography,تخطيط أصوات القلب
Phonocardiography,تخطيط أصوات القلب
Phonocatheter,قثتر صوتي
Phonocatheterization,قثترة صوتية
Phonogram,مخطط الأصوات - مخطط الصوت – القلبي مثلاً
Phonogram,مخطط الصوت
Phonogram,تسجيل الأصوات
Phonograph,مخطاط الصوت. مسجل الأصوات - الحاكي
Phonograph,مخطاط الصوت
Phonography,تخطيط الأصوات. تسجيل الأصوات
Phonology,الصوتيات - علم الأصوات
Phonology,الصوتيات (علم الأصوات)
Phonology,فن التجويد
Phonomania,جنون القتل
Phonomassage,تدليك صوتي - تمسيد اهتزازي
Phonomassage,تدليك صوتي
Phonometer,مصوات – مقياس (شدة) الأصوات
Phonometer,مقياس الأصوات
Phonomyogram,مخطط صوت العضل
Phonomyogram,مخطط صوت العضل
Phonomyography,تخطيط صوت العضل
Phonomyography,تخطيط صوت العضل
Phonopathy,اعتلال المصاوت - اعتلال أعضاء النطق
Phonopathy,اعتلال المصاوت
Phonophobia,رهاب الأصوات أو التكلم عاليًا
Phonophobia,رهاب الأصوات
Phonophore,عظيمة سمعية – عظيمة أذنية
Phonophore,عظيمة سمعية
Phonopneumomassage,دلك الأذن الهوائي
Phonoreceptor,مستقبلة الصوت - متقبل صوتي
Phonoreceptor,مستقبلية الصوت
Phonoscope,جهاز للقرع الإصغائي. مرسمة الأصوات – تسجيل اهتزازات أصوات القلب
phonoscopy,صوت
Phonoscopy,استماع صوتي - تسجيل الأصوات
Phoresis,استرشاد - ترحيل
Phoria,احولال - انحراف النظر - حول
Phoria,احولال
Phormia,السارئة – ذبابة السرء
Phorocyte,خلية ضامة – بدائية أو أرومة ضامة
Phorocytosis,تكثر خلايا النسيج الضام
Phorologist,خبير بانتقال الأوبئة - عالم بمصادر الأمراض الوبائية
Phorology,مبحث ناقلي الأمراض - مبحث حاملي جراثيم الأمراض
Phorometer,مقياس تغاير محوري البصر
Phorometry,قياس خطوط البصر المختلفة
Phoroscope,منظار البصر
Phorotone,مقوية الحركة – آلة لتقوية عضلات العين
Phorozoon,طور حيواني – طور لا جنسي
Phose,حس شخصي
Phosgene,فوسجين - غاز الفوسجين
Phosgene,فوسجين
Phosgenic,مولد الضوء
photogenic,مولد الضوء
Phosis,التحسس الشخصي
Phosphagen,فسفاجين – مركب فسفاتي عالي الطاقة
Phosphatase,فسفاتاز - فصفاتاز
Phosphatase,فسفاتاز
Phosphate,فصفات - فسفات
Phosphate,فسفات
Phosphated,يحتوي فسفات - مفسفت
Phosphatemia,فسفاتمية - دم فسفاتي
Phosphatemia,فسفاتمية
Phosphatic,فصفاتي - فسفاتي
Phosphatide,فسفاتيد
Phosphatide thesaurosis,كناز فسفاتيدي (داء نيمان- بيك)
Phosphatide,فسفاتيد
phospholipid,شحم فسفوري
Phosphatidosis,شحام فسفاتي
Phosphatometer,مقياس الفسفات
Phosphaturia,بيلة فسفاتية
Phosphaturia,بيلة فصفاتية
phosphuria,بول فسفاتي
Phosphene,توماض الشبكية - شرر العين
Phosphocreatine,فسفوكرياتين
Phosphodiesterase,فسفوديستراز
Phospholipase,فسفوليباز
Phospholipid,شحم فسفوري
Phospholipids,الشحميات الفسفورية
Phosphorpenia,قلة الفسفور
phosphopenia,قلة الفسفور
Phosphopenia,نقص الفسفور - قلة الفصفور
Phosphopenia,قلة الفسفور
Phosphoprotein,فسفوبروتين
Phosphoretted,مفسفر
phosphorated,مفصفر
Phosphorated,مفسفر - مفصفر
Phosphorated,مفسفر
Phosphorenesis,تفسفرتفسفر - تفصفر – داء تكثر فصفات الكلسيوم
Phosphorescence,وبيض - وميض فسفوري - فسفورية
Phosphorescence,بصيص - وبيض
Vibrio phosphorescens,الضمة الوابصة
Phosphorescent,وابض - وامض فسفوري
Phosphorhidrosis,عراق فسفوري
phosphoridrosis,عرق ومضاني
Phosphorism,تسمم أو انسمام فسفوري
Phosphorism,انسمام فوسفوري
Phosphorism,تسمم فسفوري
Phosphorized,مفسفر - يحتوي على الفصفور
Phosphorolysis,انحلال فسفوري - فسرلة
Phosphorolysis,فسرلة
Phosphoroscope,منظار الفسفورية
Phosphorous,فسفوري - فصفوري
Phosphorous,فوسفوري (نسبة للفوسفور)
Radioactive phosphorus,الفصفور المشع - ذو الفاعلية الإشعاعية
phosphorus,نور - ضوء
photerythema,نور - ضوء
photocatalysis,نور - ضوء
Phosphorus,الفسفور - الفصفور
Phosphorus,فوسفور
Phosphorus,فسفور
Phosphoryl,فسفوريل
Phosphoryl,فسفوريل
Phosphorylase,فسفوريلاز
Phosphorylation,فسفرة (عضوية)
Phosphorylation,فسفرة
Phosphuresis,بيلة فصفورية - بول فسفوري
Phosphuria,بيلة فسفورية
Photo-,ضوئي (سابقة)
phot-,ضوئي (سابقة)
Phot-,"بادئة بمعنى ""ضوء"" أو ""ضوئي"""
photo-,"بادئة بمعنى ""ضوء"" أو ""ضوئي"""
Photodynia,ألم النور
photalgia,ألم النور
Photalgia,ألم النور - ألم ضوئي
Photalgia,ألم ضوئي
Photaugiaphobia,رهبة وهج النور - عدم تحمل سدر النور
Photechy,التصدي الإشعاعي - القوة الإشعاعية
Photelectron,كهيرب ضوئي
Photerythrous,حساس للضوء الأحمر
Photesthesis,شدة الحساسة للنور
Photic,ضوئي - نوري
Photic stimulation,تنبيهات ضوئية
Photism,خيال بصري - ومضان بصري خيالي - تصدي البصر
Photo,بادئة تعني: ضوء
Photoallergy,أرجية ضوئية
Photobacterium,الجراثيم المضيئة
Photobiology,علم الأحياء النوري - علم الضوء الأحيائي
Photobiotic,عائش في النور - لا يعتاش بدون نور
Photocatalysis,تحفيز ضوئي - حفز ضوئي
Photocatalysis,تحفيز ضوئي
Photocatalyst,حفاز ضوئي
Photocatalyst,حفاز ضوئي
photocatalyzer,حفاز ضوئي
Photocatalytic,بالحفز الضوئي
Photocauterization,الحسم الشمسي - الكي الضوئي - الوسم الإشعاعي
Photocautery,محسم ضوئي - مكواة إشعاعية
Photochemical,كيميائي ضوئي
Photochemical radiation,إشعاع كيميائي ضوئي
Photochemistry,الكيمياء الضوئية
Photochemistry,كيمياء ضوئية
Photochromatic,ضوئي لوني
Photochromogen,متخضب بالضوء - مستصبغ بالضوء
Photochromogen,مستصبغ بالضوء
Photochromogenic,متخضب ضوئي
Photochromogenicity,التخضب الضوئي
Photokinetic,متحرك بالضوء
photocinetic,متحرك بالضوء
Photocoagulation,تخثير ضوئي
Photocoagulation,تخثير ضوئي
Photocutaneous,جلدي نوري
Photodermatism,تحسس الجلد الضوئي
Photodermatitis,التهاب جلدي ضوئي
Photodermatitis,التهاب جلدي ضوئي
Photodermatosis,داء الجلد الضوئي
Photodermia,جلاد ضوئي
Photodermia,جلاد ضوئي
Photodromy,انسياق ضوئي – الهروب من النور أو الاتجاه للنور
Photodynamic,دينامي ضوئي - متقو بالنور
Photodynamics,مبحث طاقة النور - مبحث فاعلية النور
Photodysphoria,عدم احتمال النور - السجا
Photoelectric,كهرضوئي - كهربي ضوئي
Photoelectric,كهرضوئي
Photoesthetic,متحسس بالنور
Photofluorography,التصوير الضوئي الومضاني - تسجيل ومضاني ضوئي
Photofluoroscope,منظار ومضاني ضوئي
Photogastroscope,منظار باطن المعدة - منظار المعدة الضوئي
Photogastroscopy,تصوير باطن المعدة
Photogastroscopy,تصوير باطن المعدة
Photogen,مضيء - مولد الإنارة
Photogene,صورة شبكية
Photogenesis,إضاءة - إنارة
Photogenous,يولد نورًا
photogenic,مضيء. ضوئي المنشأ
Photogenic,ضوئي المنشأ. وضاء - مضيء
Photogenic,ضوئي المنشأ - مضيء
Photogenic seizure,نوبة صرعية ضوئية المنشأ
Stereophotography,التصوير المجسم
stereoscopic photography,التصوير المجسم
Photography,التصوير الضوئي
Photography,تصوير ضوئي
Photography,تصوير ضوئي
Photohematachometer,مقياس ضوئي لسرعة الدم
Photohmic,متغير المقاومة بالضوء
Photolethal,ضوئي مهلك - متلف بالنور
Photology,علم النور - مبحث الضوء
Photoluminescence,تألق ضوئي - إنارة ضوئي
Photolysis,تحلل ضوئي - الانحلال بالنور
Photolysis,تحلل ضوئي
Photolyte,متحلل بالنور - منحل بالضوء – مادة
Photolytic,منحل بالنور - ينحل بالضوء
Photoma,شرارة نور
Photomagnetism,مغنطيسية ضوئية
Photomania,مس النور
Photometer,مقياس ضوئي
Photometer,مقياس ضوئي
Photometry,الاستضواء - قياس ضوئي
Photometry,قياس ضوئي
photomicrograph,صغير - دقيق
Photomicrograph,صورة مجهرية ضوئية - صور فوتوغرافية مكرسكوبية
Photomicrograph,صورة مجهرية (صورة فوتوغرافية مأخوذة بواسطة المجهر)
Photomicrograph,صورة مجهرية
Photomicrography,التصوير المجهري
Photomicrography,تصوير مجهري (تصوير فوتوغرافي عن طريق المجهر)
Photomicrography,تصوير مجهري
Photomicroscope,مجهر مصور
Photomicroscope,مجهر مصور
Photomicroscopy,التصوير المجهري الضوئي
Photomicroscopy,تصوير مجهري
Photomorphism,التشكل الضوئي
photomorphosis,تغيرات الأشكال بالنور
Photon,فوتون – جزيئة التشعع الكهربي المغنطيسي
Photon,فوتون [ج: فوتونات]
Photoncia,تورم ضوئي
Photone,تصور أو تخيل ضوئي
Photoneutron,نيوترون ضوئي
Photonosus,داء ضوئي
Photopathy,اعتلال ضوئي - اعتلال بسبب النور
Photopathy,اعتلال ضوئي
Photoperceptive,يبصر النور - مدرك للضوء
Photoperceptive,مدرك للضوء
Photoperiodicity,الدورية الضيائية
Photoperiodism,التجاوب الضوئي
Photopharmacology,الدوائيات الضوئية - أثر الضوء في العقاقير وفعلها
Photophilic,مولع بالضوء - محب النور
Photophobia,رهاب الضوء - عدم احتمال الضوء - كراهية النور - السجا
Photophobia,رهاب الضوء
Photophobia,الخوف من الضوء الشديد
Photophobic,لا يحتمل الضوء - يرهب النور - عين ساجية
Photophone,مصوات ضوئي
Photophore,حاملة الضوء - ناقلة النور
Photophthalmia,الخفش - التهاب العين الضوئي - رمد ضوئي
Photopia,التكييف للنور أو للضوء
Photopic,متكيف للنور أو للضوء
Photopic vision,رؤية نهارية
Photopic vision,رؤية نهارية
Photopsy,بصر شرري
photopsia,تخيل ضيائي
Spintherism,الشرر البصري
photopsia,تخيل شرري أو تبصر شرري
Photopsia,تراثي الضوء - تخيل ضيائي – باستثارة الشبكية
Photopsia,ترائي أضواء
Photoptarmosis,عطاس النور - عطاس ضيائي
Photoptometer,مقياس حدة البصر
Photoptometry,قياس إدراك النور
Photoradiometer,مقياس القوة الإشعاعية
Photoreacition,تفاعل ضوئي
Photoreaction,تفاعل ضوئي
Photoreception,إدراك النور
Photoreception,إدراك الضوء
Photoreceptive,مدرك للضوء - حساس للنور
Photoreceptive,مدرك للضوء
Photoreceptor,مستقبلة ضوئية
Photoreceptor,مستقبلة ضوئية
Photoretinitis,التهاب الشبكية الضوئي
Photoretinitis,التهاب الشبكية الضوئي
Photoscan,تفريسة ضوئية - مسح ضوئي تصويري
Photoscan,تفريسة (وميضة) ضوئية
Photoscanner,مفراس ضوئي – جهاز مسح ضوئي تصويري
Photoscope,منظار ضوئي - منظار ومضاني
Photoscopy,تنظير ضيائي
Photosensensitization,تحسيس ضوئي
Photosensitive,حساس للنور - حساس للضوء
Photosensitive,متحسس للضوء
Photosensitivity,تحسس ضوئي - حساسية ضوئية
Photosensitivity,تحسس ضوئي
Photosensitivity,الحساسية للضوء
Photosensitization,التحسس الضوئي - التحسس للنور
Photosensitize,يحسس للضوء - يتحسس بالنور
Photosensitize,يحسس للضوء
Photostable,صامد للضوء - لا يتبدل بالنور
Photostable,صامد للضوء
Photostethoscope,مسماع ضيائي أو ضوئي
Photosynthesis,التوليف الضوئي - التخليق الضوئي
Photosynthesis,الإنشاء الضوئي - التركيب الضوئي
Phototropism,الانتحاء الضوئي – التوجه إلى الضوء (أو الابتعاد عنه)
phototaxis,الانتحاء الضوئي – التوجه إلى الضوء (أو الابتعاد عنه)
phototactism,الانتحاء الضوئي – التوجه إلى الضوء (أو الابتعاد عنه)
Phototaxis,انجذاب ضوئي - انحياز للضوء
Phototaxis,انجذاب ضوئي
Phototherapy,الاستضواء - المعالجة بالضوء
Photothermy,حرارة الضوء - حرارة النور
Phototimer,موقت الضوء
Phototonus,التقوى بالنور - التوتر بالضوء
Phototoxis,الأذى بالضوء - أذى النور
Phototrophic,الاغتذاء بالضوء
Phototropic,منتح نحو الضوء
Phototropism,توجه ضوئي
Phototropism,استضواء
Phototurbidometry,تعيين الكدورة الضيائية
Photronreflectometer,مقياس الانعكاسات الضيائية
Photuria,بيلة ضوئية - بول ومضاني
Phrasing,صياغة
Phren,الحجاب (الحاجز). العقل
Phren,الحجاب - العقل
Phren,دماغ- عقل
Phren-,"سابقة بمعنى ""دماغ""، ""عقل"" أو ""الحجاب الحاجز"" أو ""العصب الحجابي"" أو ما يتعلق بها"
phreno-,"سابقة بمعنى ""دماغ""، ""عقل"" أو ""الحجاب الحاجز"" أو ""العصب الحجابي"" أو ما يتعلق بها"
Phrenalgia,ألم الحجاب. ألم نفساني
Phrenasthenia,وهن عقلي
Phrenasthenia,الضعف العقلي
Phrenasthenic,واهن العقل
Phrenectomy,قطع عصب الحجاب
phrenicectomy,قطع عصب الحجاب
Phrenemphraxis,رض العصب الحجابي - معس العصب الحجابي
Phrenesis,مس - ضعف عقلي
Phrenetic,ممسوس. مسي
Phrenic,حجابي. عقلي
Phrenic,حجابي - عقلي
Phrenicectomized,مقطوع العصب الحجابي
Phreniconeurectomy,خزع العصب الحجابي
phrenicectomy,خزع عصب الحجاب
Phrenicectomy,قطع عصب الحجاب
Phreniclasia,رض أو سحق عصب الحجاب
phreniclasis,جرش العصب الحجابي
Phrenicotomy,قطع العصب الحجابي - خزع عصب الحجاب
Phrenicotomy,قطع العصب الحجابي
Phrenicotripsy,رهس عصب الحجاب
Phreniectomy,قطع العصب الحجابي
Phrenitis,التهاب الحجاب. التهاب الدماغ. هذيان حاد
Phreno,عقلي- دماغي
Phrenoblabia,اضطراب عقلي
Phrenocardia,قلاب عقلي - اضطراب قلبي عقلي
phrenocolic,(2) الحجاب الحاجز
Phrenocolic,حجابي قولوني
Phrenocolic,حجابي قولوني
Phrenocolpexy,تثبيت القولون بالحجاب
Phrenodynia,ألم الحجاب الحاجز
